seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr3	129327320	129327484	165	*	X49141	23129	129274056	129325582	51527	-	1737	upstream	1737	PLXND1
chr3	129327545	129327649	105	*	X49142	23129	129274056	129325582	51527	-	1962	upstream	1962	PLXND1
chr3	129612198	129612272	75	*	X49152	100507032	129612714	129627755	15042	+	441	upstream	441	TMCC1-DT
chr3	129612198	129612272	75	*	X49152	23023	129366635	129612419	245785	-	0	inside	146	TMCC1
chr3	129831175	129831357	183	*	X49153	729375	129816625	129830276	13652	-	898	upstream	898	FAM86HP
chr3	129831778	129831820	43	*	X49154	729375	129816625	129830276	13652	-	1501	upstream	1501	FAM86HP
chr3	131079627	131079632	6	*	X49164	152195	131080689	131083966	3278	+	1056	upstream	1056	NUDT16L2P
chr3	131079901	131079986	86	*	X49165	152195	131080689	131083966	3278	+	702	upstream	702	NUDT16L2P
chr3	131080242	131080346	105	*	X49166	152195	131080689	131083966	3278	+	342	upstream	342	NUDT16L2P
chr3	131080422	131080541	120	*	X49167	152195	131080689	131083966	3278	+	147	upstream	147	NUDT16L2P
chr3	131099651	131099715	65	*	X49169	131870	131100515	131107674	7160	+	799	upstream	799	NUDT16
chr3	131100301	131100371	71	*	X49170	131870	131100515	131107674	7160	+	143	upstream	143	NUDT16
chr3	131100301	131100371	71	*	X49170	339874	131043936	131100319	56384	-	0	overlapStart	0	NUDT16-DT
chr3	132379928	132380008	81	*	X49174	84129	132276982	132378975	101994	-	952	upstream	952	ACAD11
chr3	132440364	132440483	120	*	X49175	348808	132441186	132593050	151865	+	702	upstream	702	NPHP3-AS1
chr3	132441783	132441956	174	*	X49176	27031	132399453	132441303	41851	-	479	upstream	479	NPHP3
chr3	133292479	133292523	45	*	X49183	55573	133292434	133309118	16685	+	0	inside	44	CDV3
chr3	133614791	133614828	38	*	X49189	51560	133543080	133614691	71612	-	99	upstream	99	RAB6B
chr3	133616507	133616552	46	*	X49190	51560	133543080	133614691	71612	-	1815	upstream	1815	RAB6B
chr3	135683527	135683596	70	*	X49218	5523	135684515	135866752	182238	+	918	upstream	918	PPP2R3A
chr3	135684775	135684828	54	*	X49219	5523	135684515	135866752	182238	+	0	inside	259	PPP2R3A
chr3	135914879	135915013	135	*	X49226	55167	135867760	135914688	46929	-	190	upstream	190	MSL2
chr3	135915059	135915269	211	*	X49227	55167	135867760	135914688	46929	-	370	upstream	370	MSL2
chr3	136580343	136580432	90	*	X49235	4690	136581050	136667968	86919	+	617	upstream	617	NCK1
chr3	137834139	137834156	18	*	X49241	199221	137780827	137834451	53625	-	0	inside	294	DZIP1L
chr3	137834592	137834726	135	*	X49242	199221	137780827	137834451	53625	-	140	upstream	140	DZIP1L
chr3	137834772	137834807	36	*	X49243	199221	137780827	137834451	53625	-	320	upstream	320	DZIP1L
chr3	138066303	138066422	120	*	X49247	22808	138066490	138124377	57888	+	67	upstream	67	MRAS
chr3	138152449	138152452	4	*	X49251	83850	138153415	138197256	43842	+	962	upstream	962	ESYT3
chr3	138152543	138152568	26	*	X49252	83850	138153415	138197256	43842	+	846	upstream	846	ESYT3
chr3	138327530	138327634	105	*	X49254	55179	138327542	138352213	24672	+	0	overlapStart	0	FAIM
chr3	138665725	138665919	195	*	X49260	401089	138666076	138672830	6755	+	156	upstream	156	FOXL2NB
chr3	138665725	138665919	195	*	X49260	668	138663066	138665982	2917	-	0	inside	62	FOXL2
chr3	138666516	138666575	60	*	X49261	668	138663066	138665982	2917	-	533	upstream	533	FOXL2
chr3	139653285	139653320	36	*	X49272	64084	139654027	140286919	632893	+	706	upstream	706	CLSTN2
chr3	140770286	140770331	46	*	X49287	92369	140770743	140867453	96711	+	411	upstream	411	SPSB4
chr3	140949224	140949358	135	*	X49301	92370	140950682	141013486	62805	+	1323	upstream	1323	PXYLP1
chr3	140950124	140950258	135	*	X49302	92370	140950682	141013486	62805	+	423	upstream	423	PXYLP1
chr3	141205588	141205691	104	*	X49311	5922	141205926	141331197	125272	+	234	upstream	234	RASA2
chr3	141205940	141206007	68	*	X49312	5922	141205926	141331197	125272	+	0	inside	13	RASA2
chr3	141206053	141206682	630	*	X49313	5922	141205926	141331197	125272	+	0	inside	126	RASA2
chr3	141594342	141594506	165	*	X49315	483	141595470	141645382	49913	+	963	upstream	963	ATP1B3
chr3	141595297	141595347	51	*	X49316	483	141595470	141645382	49913	+	122	upstream	122	ATP1B3
chr3	142442724	142442760	37	*	X49331	7220	142443266	142526729	83464	+	505	upstream	505	TRPC1
chr3	142443312	142443431	120	*	X49332	7220	142443266	142526729	83464	+	0	inside	45	TRPC1
chr3	142718855	142718912	58	*	X49339	23350	142720372	142779567	59196	+	1459	upstream	1459	U2SURP
chr3	142719230	142719349	120	*	X49340	23350	142720372	142779567	59196	+	1022	upstream	1022	U2SURP
chr3	142837738	142837761	24	*	X49347	9435	142838618	142842856	4239	+	856	upstream	856	CHST2
chr3	142837803	142837892	90	*	X49348	9435	142838618	142842856	4239	+	725	upstream	725	CHST2
chr3	142838789	142838931	143	*	X49349	9435	142838618	142842856	4239	+	0	inside	170	CHST2
chr3	143690097	143690227	131	*	X49357	205428	143690640	143711210	20571	+	412	upstream	412	DIPK2A
chr3	143690457	143690576	120	*	X49358	205428	143690640	143711210	20571	+	63	upstream	63	DIPK2A
chr3	146262530	146262574	45	*	X49368	5359	146232967	146262628	29662	-	0	inside	53	PLSCR1
chr3	148415567	148415686	120	*	X49377	185	148415658	148460790	45133	+	0	overlapStart	0	AGTR1
chr3	148802177	148802281	105	*	X49378	100873945	148804119	148820610	16492	+	1837	upstream	1837	HLTF-AS1
chr3	149096289	149096371	83	*	X49382	4071	149086805	149095568	8764	-	720	upstream	720	TM4SF1
chr3	149376145	149376234	90	*	X49392	100128025	149375997	149379149	3153	+	0	inside	147	WWTR1-AS1
chr3	149688010	149688129	120	*	X49397	646903	149689066	149691029	1964	+	936	upstream	936	LOC646903
chr3	149688310	149688384	75	*	X49398	646903	149689066	149691029	1964	+	681	upstream	681	LOC646903
chr3	150126617	150126766	150	*	X49404	9819	150126788	150177615	50828	+	21	upstream	21	TSC22D2
chr3	150322120	150322224	105	*	X49409	27230	150259780	150320961	61182	-	1158	upstream	1158	SERP1
chr3	150421436	150421615	180	*	X49411	131831	150377675	150421742	44068	-	0	inside	126	ERICH6
chr3	150481296	150481415	120	*	X49412	6478	150458910	150481263	22354	-	32	upstream	32	SIAH2
chr3	150481446	150481640	195	*	X49413	6478	150458910	150481263	22354	-	182	upstream	182	SIAH2
chr3	152551853	152551957	105	*	X49425	5028	152552736	152555843	3108	+	778	upstream	778	P2RY1
chr3	152878130	152878279	150	*	X49428	5912	152880029	152886263	6235	+	1749	upstream	1749	RAP2B
chr3	152878415	152878519	105	*	X49429	5912	152880029	152886263	6235	+	1509	upstream	1509	RAP2B
chr3	152879510	152879614	105	*	X49430	5912	152880029	152886263	6235	+	414	upstream	414	RAP2B
chr3	153839326	153839400	75	*	X49435	100507524	153742190	153838999	96810	-	326	upstream	326	ARHGEF26-AS1
chr3	154041990	154042139	150	*	X49436	170506	153993457	154042286	48830	-	0	inside	146	DHX36
chr3	155523658	155523777	120	*	X49443	285315	155480401	155524055	43655	-	0	inside	277	C3orf33
chr3	155588522	155588611	90	*	X49445	8833	155588325	155655520	67196	+	0	inside	196	GMPS
chr3	156393285	156393389	105	*	X49451	100287227	156390960	156393502	2543	-	0	inside	112	TIPARP-AS1
chr3	156543821	156543955	135	*	X49454	389170	156544096	156763918	219823	+	140	upstream	140	LEKR1
chr3	156806457	156806561	105	*	X49457	100498859	156807670	156818924	11255	+	1108	upstream	1108	LINC00881
chr3	157824077	157824166	90	*	X49467	6474	157813800	157823952	10153	-	124	upstream	124	SHOX2
chr3	157824407	157824586	180	*	X49468	6474	157813800	157823952	10153	-	454	upstream	454	SHOX2
chr3	157824759	157824908	150	*	X49469	6474	157813800	157823952	10153	-	806	upstream	806	SHOX2
chr3	157825164	157825268	105	*	X49470	6474	157813800	157823952	10153	-	1211	upstream	1211	SHOX2
chr3	157825419	157825508	90	*	X49471	6474	157813800	157823952	10153	-	1466	upstream	1466	SHOX2
chr3	158390635	158390709	75	*	X49477	56925	158384203	158390482	6280	-	152	upstream	152	LXN
chr3	158450715	158450761	47	*	X49478	5918	158414897	158450275	35379	-	439	upstream	439	RARRES1
chr3	159942677	159942796	120	*	X49490	401097	159943423	159946000	2578	+	626	upstream	626	C3orf80
chr3	160283030	160283078	49	*	X49496	3840	160212783	160283376	70594	-	0	inside	297	KPNA4
chr3	161089840	161089944	105	*	X49501	165679	161062580	161089871	27292	-	0	overlapStart	0	SPTSSB
chr3	161090051	161090140	90	*	X49502	165679	161062580	161089871	27292	-	179	upstream	179	SPTSSB
chr3	167452180	167452359	180	*	X49504	5274	167453432	167543357	89926	+	1072	upstream	1072	SERPINI1
chr3	167452180	167452359	180	*	X49504	11235	167401695	167452651	50957	-	0	inside	291	PDCD10
chr3	167453114	167453218	105	*	X49505	5274	167453432	167543357	89926	+	213	upstream	213	SERPINI1
chr3	167453114	167453218	105	*	X49505	11235	167401695	167452651	50957	-	462	upstream	462	PDCD10
chr3	167814031	167814075	45	*	X49506	27333	167727654	167813417	85764	-	613	upstream	613	GOLIM4
chr3	167967144	167967233	90	*	X49507	93556	167967310	168548374	581065	+	76	upstream	76	EGFEM1P
chr3	169381572	169381736	165	*	X49520	2122	168801287	169381563	580277	-	8	upstream	8	MECOM
chr3	169482768	169482792	25	*	X49523	7012	169482398	169482848	451	-	0	inside	55	TERC
chr3	169684780	169684902	123	*	X49526	7095	169684580	169716161	31582	+	0	inside	199	SEC62
chr3	169684780	169684902	123	*	X49526	100128164	169661772	169684522	22751	-	257	upstream	257	LOC100128164
chr3	169755964	169755965	2	*	X49527	26996	169755735	169803183	47449	+	0	inside	228	GPR160
chr3	170073865	170074029	165	*	X49540	6498	170075473	170114637	39165	+	1443	upstream	1443	SKIL
chr3	170074449	170074568	120	*	X49541	6498	170075473	170114637	39165	+	904	upstream	904	SKIL
chr3	170075725	170075829	105	*	X49542	6498	170075473	170114637	39165	+	0	inside	251	SKIL
chr3	170626188	170626274	87	*	X49548	56648	170606204	170626426	20223	-	0	inside	151	EIF5A2
chr3	170746509	170746523	15	*	X49550	6514	170714137	170744768	30632	-	1740	upstream	1740	SLC2A2
chr3	172468649	172468768	120	*	X49562	1894	172468475	172539264	70790	+	0	inside	173	ECT2
chr3	176914644	176914801	158	*	X49583	79718	176738542	176915048	176507	-	0	inside	246	TBL1XR1
chr3	176915747	176915867	121	*	X49584	79718	176738542	176915048	176507	-	698	upstream	698	TBL1XR1
chr3	178865968	178866073	106	*	X49602	5290	178866311	178952497	86187	+	237	upstream	237	PIK3CA
chr3	178866301	178866386	86	*	X49603	5290	178866311	178952497	86187	+	0	overlapStart	0	PIK3CA
chr3	178866402	178866521	120	*	X49604	5290	178866311	178952497	86187	+	0	inside	90	PIK3CA
chr3	179040595	179040714	120	*	X49610	51193	179040819	179053320	12502	+	104	upstream	104	ZNF639
chr3	179065318	179065407	90	*	X49613	55669	179065480	179111008	45529	+	72	upstream	72	MFN1
chr3	179065768	179065947	180	*	X49614	55669	179065480	179111008	45529	+	0	inside	287	MFN1
chr3	179170052	179170156	105	*	X49616	59345	179113876	179169371	55496	-	680	upstream	680	GNB4
chr3	179279253	179279260	8	*	X49619	86	179280708	179306193	25486	+	1447	upstream	1447	ACTL6A
chr3	179280386	179280461	76	*	X49620	86	179280708	179306193	25486	+	246	upstream	246	ACTL6A
chr3	179280896	179280983	88	*	X49621	86	179280708	179306193	25486	+	0	inside	187	ACTL6A
chr3	179370191	179370310	120	*	X49625	8975	179370933	179507189	136257	+	622	upstream	622	USP13
chr3	179370596	179370798	203	*	X49626	8975	179370933	179507189	136257	+	134	upstream	134	USP13
chr3	180630275	180630439	165	*	X49638	8087	180630234	180700539	70306	+	0	inside	40	FXR1
chr3	180707679	180707770	92	*	X49643	131118	180701498	180707562	6065	-	116	upstream	116	DNAJC19
chr3	181427872	181428132	261	*	X49659	6657	181429712	181432223	2512	+	1579	upstream	1579	SOX2
chr3	181429219	181429353	135	*	X49660	6657	181429712	181432223	2512	+	358	upstream	358	SOX2
chr3	181429474	181429499	26	*	X49661	6657	181429712	181432223	2512	+	212	upstream	212	SOX2
chr3	181429969	181430052	84	*	X49662	6657	181429712	181432223	2512	+	0	inside	256	SOX2
chr3	182204701	182204850	150	*	X49671	401103	182164758	182204150	39393	-	550	upstream	550	LINC01994
chr3	182698575	182698597	23	*	X49679	54165	182660559	182698326	37768	-	248	upstream	248	DCUN1D1
chr3	182698706	182698825	120	*	X49680	54165	182660559	182698326	37768	-	379	upstream	379	DCUN1D1
chr3	183165112	183165216	105	*	X49693	100505687	183165396	183173800	8405	+	179	upstream	179	LINC00888
chr3	183165615	183165749	135	*	X49694	100505687	183165396	183173800	8405	+	0	inside	218	LINC00888
chr3	183544859	183544963	105	*	X49700	79929	183533664	183543393	9730	-	1465	upstream	1465	MAP6D1
chr3	183749057	183749091	35	*	X49709	200909	183749332	183757157	7826	+	240	upstream	240	HTR3D
chr3	183852054	183852188	135	*	X49710	8893	183852810	183863099	10290	+	621	upstream	621	EIF2B5
chr3	183871313	183871387	75	*	X49714	1857	183873284	183891314	18031	+	1896	upstream	1896	DVL3
chr3	183872318	183872437	120	*	X49715	1857	183873284	183891314	18031	+	846	upstream	846	DVL3
chr3	183903409	183903453	45	*	X49720	55324	183903863	183911795	7933	+	409	upstream	409	ABCF3
chr3	183946926	183947206	281	*	X49724	90113	183948317	183960117	11801	+	1110	upstream	1110	VWA5B2
chr3	183948060	183948168	109	*	X49725	90113	183948317	183960117	11801	+	148	upstream	148	VWA5B2
chr3	183966417	183966503	87	*	X49729	9718	183967445	184010819	43375	+	941	upstream	941	ECE2
chr3	183979059	183979126	68	*	X49735	94032	183977003	183979251	2249	-	0	inside	124	CAMK2N2
chr3	183979517	183979726	210	*	X49736	94032	183977003	183979251	2249	-	265	upstream	265	CAMK2N2
chr3	183979745	183979819	75	*	X49737	94032	183977003	183979251	2249	-	493	upstream	493	CAMK2N2
chr3	183980387	183980484	98	*	X49738	94032	183977003	183979251	2249	-	1135	upstream	1135	CAMK2N2
chr3	184032204	184032270	67	*	X49740	1981	184032283	184053146	20864	+	12	upstream	12	EIF4G1
chr3	184051636	184051755	120	*	X49745	131408	184053717	184064063	10347	+	1961	upstream	1961	FAM131A
chr3	184052431	184052565	135	*	X49746	131408	184053717	184064063	10347	+	1151	upstream	1151	FAM131A
chr3	184052671	184052730	60	*	X49747	131408	184053717	184064063	10347	+	986	upstream	986	FAM131A
chr3	184053947	184053966	20	*	X49748	131408	184053717	184064063	10347	+	0	inside	229	FAM131A
chr3	184079716	184079790	75	*	X49755	1181	184063973	184079439	15467	-	276	upstream	276	CLCN2
chr3	184079716	184079790	75	*	X49755	5437	184081194	184086363	5170	+	1403	upstream	1403	POLR2H
chr3	184079927	184080061	135	*	X49756	1181	184063973	184079439	15467	-	487	upstream	487	CLCN2
chr3	184079927	184080061	135	*	X49756	5437	184081194	184086363	5170	+	1132	upstream	1132	POLR2H
chr3	184080137	184080241	105	*	X49757	1181	184063973	184079439	15467	-	697	upstream	697	CLCN2
chr3	184080137	184080241	105	*	X49757	5437	184081194	184086363	5170	+	952	upstream	952	POLR2H
chr3	184080287	184080417	131	*	X49758	1181	184063973	184079439	15467	-	847	upstream	847	CLCN2
chr3	184080287	184080417	131	*	X49758	5437	184081194	184086363	5170	+	776	upstream	776	POLR2H
chr3	184080597	184080706	110	*	X49759	1181	184063973	184079439	15467	-	1157	upstream	1157	CLCN2
chr3	184080597	184080706	110	*	X49759	5437	184081194	184086363	5170	+	487	upstream	487	POLR2H
chr3	184080737	184080856	120	*	X49760	1181	184063973	184079439	15467	-	1297	upstream	1297	CLCN2
chr3	184080737	184080856	120	*	X49760	5437	184081194	184086363	5170	+	337	upstream	337	POLR2H
chr3	184095601	184095720	120	*	X49761	7066	184089773	184095932	6160	-	0	inside	211	THPO
chr3	184429926	184430105	180	*	X49795	64110	184428155	184429836	1682	-	89	upstream	89	MAGEF1
chr3	184871185	184871529	345	*	X49807	285382	184795838	184870802	74965	-	382	upstream	382	C3orf70
chr3	184871977	184872066	90	*	X49808	285382	184795838	184870802	74965	-	1174	upstream	1174	C3orf70
chr3	184879897	184879971	75	*	X49809	339926	184880689	184909743	29055	+	717	upstream	717	EHHADH-AS1
chr3	184971915	184972000	86	*	X49812	1962	184908412	184971886	63475	-	28	upstream	28	EHHADH
chr3	184972676	184972765	90	*	X49813	1962	184908412	184971886	63475	-	789	upstream	789	EHHADH
chr3	185000754	185000963	210	*	X49814	9175	185000729	185206882	206154	+	0	inside	24	MAP3K13
chr3	185299920	185299934	15	*	X49821	59343	185300507	185348885	48379	+	572	upstream	572	SENP2
chr3	185300218	185300269	52	*	X49822	59343	185300507	185348885	48379	+	237	upstream	237	SENP2
chr3	185655761	185655856	96	*	X49844	6434	185632358	185655924	23567	-	0	inside	67	TRA2B
chr3	185655958	185655970	13	*	X49845	6434	185632358	185655924	23567	-	33	upstream	33	TRA2B
chr3	185657325	185657443	119	*	X49846	6434	185632358	185655924	23567	-	1400	upstream	1400	TRA2B
chr3	185826614	185826748	135	*	X49862	2119	185764106	185826901	62796	-	0	inside	152	ETV5
chr3	185827311	185827363	53	*	X49863	2119	185764106	185826901	62796	-	409	upstream	409	ETV5
chr3	185828639	185828664	26	*	X49864	2119	185764106	185826901	62796	-	1737	upstream	1737	ETV5
chr3	186287854	186287958	105	*	X49883	51726	186287952	186303589	15638	+	0	overlapStart	0	DNAJB11
chr3	186647628	186647672	45	*	X49891	6480	186648315	186796341	148027	+	642	upstream	642	ST6GAL1
chr3	186857270	186857384	115	*	X49900	116832	186838741	186857263	18523	-	6	upstream	6	RPL39L
chr3	186857975	186858019	45	*	X49901	116832	186838741	186857263	18523	-	711	upstream	711	RPL39L
chr3	187872958	187872974	17	*	X49912	339929	187868994	187871876	2883	-	1081	upstream	1081	LPP-AS2
chr3	188664977	188664992	16	*	X49918	285386	188665003	189041271	376269	+	10	upstream	10	TPRG1
chr3	192445471	192445478	8	*	X49948	2257	191857182	192445388	588207	-	82	upstream	82	FGF12
chr3	192958370	192958379	10	*	X49958	57110	192958917	192988644	29728	+	537	upstream	537	PLAAT1
chr3	192958370	192958379	10	*	X49958	84789	192959568	192961761	2194	+	1188	upstream	1188	MGC2889
chr3	193310686	193310731	46	*	X49961	4976	193310933	193415600	104668	+	201	upstream	201	OPA1
chr3	193852501	193852635	135	*	X49983	3280	193853931	193856401	2471	+	1295	upstream	1295	HES1
chr3	193853243	193853377	135	*	X49984	3280	193853931	193856401	2471	+	553	upstream	553	HES1
chr3	193853401	193853505	105	*	X49985	3280	193853931	193856401	2471	+	425	upstream	425	HES1
chr3	194206983	194207020	38	*	X50006	401106	194207869	194239008	31140	+	848	upstream	848	ATP13A3-DT
chr3	194992041	194992110	70	*	X50050	152002	194789013	194991895	202883	-	145	upstream	145	XXYLT1
chr3	195270815	195270904	90	*	X50053	5504	195241221	195270224	29004	-	590	upstream	590	PPP1R2
chr3	195311673	195311686	14	*	X50054	347	195295573	195311076	15504	-	596	upstream	596	APOD
chr3	196159412	196159412	1	*	X50096	26043	196080369	196159345	78977	-	66	upstream	66	UBXN7
chr3	196230796	196230797	2	*	X50098	165918	196195657	196230639	34983	-	156	upstream	156	RNF168
chr3	196366410	196366444	35	*	X50102	375387	196366656	196388874	22219	+	211	upstream	211	NRROS
chr3	196466648	196466802	155	*	X50107	5062	196466728	196559518	92791	+	0	overlapStart	0	PAK2
chr3	196466837	196466941	105	*	X50108	5062	196466728	196559518	92791	+	0	inside	108	PAK2
chr3	196594619	196594644	26	*	X50114	205564	196594727	196661584	66858	+	82	upstream	82	SENP5
chr3	196668464	196668583	120	*	X50116	152217	196669494	196670884	1391	+	910	upstream	910	NCBP2AS2
chr3	196670999	196671022	24	*	X50117	22916	196662273	196669464	7192	-	1534	upstream	1534	NCBP2
chr3	196697314	196697403	90	*	X50118	80235	196673214	196695704	22491	-	1609	upstream	1609	PIGZ
chr3	196729504	196729638	135	*	X50123	100507057	196729777	196731615	1839	+	138	upstream	138	MELTF-AS1
chr3	197024299	197024403	105	*	X50132	100507086	197025118	197030621	5504	+	714	upstream	714	DLG1-AS1
chr3	197025112	197025201	90	*	X50133	100507086	197025118	197030621	5504	+	0	overlapStart	0	DLG1-AS1
chr3	197476617	197476661	45	*	X50173	84248	197476424	197511317	34894	+	0	inside	192	FYTTD1
chr3	197476617	197476661	45	*	X50173	9711	197398259	197476568	78310	-	48	upstream	48	RUBCN
chr3	197477007	197477096	90	*	X50174	9711	197398259	197476568	78310	-	438	upstream	438	RUBCN
chr3	197477157	197477306	150	*	X50175	9711	197398259	197476568	78310	-	588	upstream	588	RUBCN
chr3	197477522	197477551	30	*	X50176	9711	197398259	197476568	78310	-	953	upstream	953	RUBCN
chr3	197478437	197478541	105	*	X50177	9711	197398259	197476568	78310	-	1868	upstream	1868	RUBCN
chr3	197518401	197518416	16	*	X50179	84859	197518145	197611043	92899	+	0	inside	255	LRCH3
chr4	205488	205622	135	*	X50187	642280	206389	249773	43385	+	766	upstream	766	ZNF876P
chr4	670117	670140	24	*	X50206	521	666225	668127	1903	-	1989	upstream	1989	ATP5ME
chr4	775953	776162	210	*	X50228	100129917	773937	775636	1700	-	316	upstream	316	LOC100129917
chr4	777003	777006	4	*	X50229	100129917	773937	775636	1700	-	1366	upstream	1366	LOC100129917
chr4	777522	777656	135	*	X50230	100129917	773937	775636	1700	-	1885	upstream	1885	LOC100129917
chr4	820394	820430	37	*	X50241	10815	778745	819945	41201	-	448	upstream	448	CPLX1
chr4	820491	820640	150	*	X50242	10815	778745	819945	41201	-	545	upstream	545	CPLX1
chr4	821040	821075	36	*	X50243	10815	778745	819945	41201	-	1094	upstream	1094	CPLX1
chr4	925113	925247	135	*	X50253	84286	926262	952443	26182	+	1014	upstream	1014	TMEM175
chr4	925368	925447	80	*	X50254	84286	926262	952443	26182	+	814	upstream	814	TMEM175
chr4	925547	925727	181	*	X50255	84286	926262	952443	26182	+	534	upstream	534	TMEM175
chr4	968630	968642	13	*	X50257	1609	952672	967348	14677	-	1281	upstream	1281	DGKQ
chr4	980643	980678	36	*	X50258	3425	980785	998317	17533	+	106	upstream	106	IDUA
chr4	1243226	1243465	240	*	X50288	92070	1243228	1246795	3568	+	0	overlapStart	0	CTBP1-DT
chr4	1243226	1243465	240	*	X50288	1487	1205228	1242908	37681	-	317	upstream	317	CTBP1
chr4	1243496	1243600	105	*	X50289	92070	1243228	1246795	3568	+	0	inside	267	CTBP1-DT
chr4	1243496	1243600	105	*	X50289	1487	1205228	1242908	37681	-	587	upstream	587	CTBP1
chr4	1283293	1283382	90	*	X50290	10296	1283672	1333925	50254	+	289	upstream	289	MAEA
chr4	1687418	1687492	75	*	X50325	152877	1641608	1685988	44381	-	1429	upstream	1429	FAM53A
chr4	1721861	1722007	147	*	X50329	10460	1723217	1746905	23689	+	1209	upstream	1209	TACC3
chr4	1793966	1794036	71	*	X50347	2261	1795039	1810599	15561	+	1002	upstream	1002	FGFR3
chr4	1794157	1794223	67	*	X50348	2261	1795039	1810599	15561	+	815	upstream	815	FGFR3
chr4	1794237	1794261	25	*	X50349	2261	1795039	1810599	15561	+	777	upstream	777	FGFR3
chr4	1872148	1872267	120	*	X50355	7468	1873123	1983934	110812	+	855	upstream	855	NSD2
chr4	1873418	1873491	74	*	X50356	7468	1873123	1983934	110812	+	0	inside	294	NSD2
chr4	2043172	2043289	118	*	X50366	401115	2043720	2045697	1978	+	430	upstream	430	C4orf48
chr4	2243533	2243637	105	*	X50371	353497	2073645	2243860	170216	-	0	inside	222	POLN
chr4	2243533	2243637	105	*	X50371	79441	2229191	2243860	14670	-	0	inside	222	HAUS3
chr4	2244116	2244229	114	*	X50372	353497	2073645	2243860	170216	-	255	upstream	255	POLN
chr4	2244116	2244229	114	*	X50372	79441	2229191	2243860	14670	-	255	upstream	255	HAUS3
chr4	2245835	2245954	120	*	X50373	353497	2073645	2243860	170216	-	1974	upstream	1974	POLN
chr4	2245835	2245954	120	*	X50373	79441	2229191	2243860	14670	-	1974	upstream	1974	HAUS3
chr4	2264728	2264877	150	*	X50374	10608	2249160	2263739	14580	-	988	upstream	988	MXD4
chr4	2418824	2418928	105	*	X50386	402160	2420701	2464690	43990	+	1772	upstream	1772	CFAP99
chr4	2419317	2419451	135	*	X50387	402160	2420701	2464690	43990	+	1249	upstream	1249	CFAP99
chr4	2419676	2419841	166	*	X50388	402160	2420701	2464690	43990	+	859	upstream	859	CFAP99
chr4	2419872	2419905	34	*	X50389	402160	2420701	2464690	43990	+	795	upstream	795	CFAP99
chr4	2757913	2757917	5	*	X50406	79155	2743387	2758103	14717	-	0	inside	185	TNIP2
chr4	2758271	2758280	10	*	X50407	79155	2743387	2758103	14717	-	167	upstream	167	TNIP2
chr4	2758300	2758329	30	*	X50408	79155	2743387	2758103	14717	-	196	upstream	196	TNIP2
chr4	2758941	2759060	120	*	X50409	79155	2743387	2758103	14717	-	837	upstream	837	TNIP2
chr4	2793751	2793915	165	*	X50413	6452	2794750	2842823	48074	+	834	upstream	834	SH3BP2
chr4	2935419	2935523	105	*	X50428	317648	2936626	2963465	26840	+	1102	upstream	1102	NOP14-AS1
chr4	2935599	2935652	54	*	X50429	317648	2936626	2963465	26840	+	973	upstream	973	NOP14-AS1
chr4	3077337	3077471	135	*	X50434	100750326	3064973	3076241	11269	-	1095	upstream	1095	HTT-AS
chr4	3294419	3294484	66	*	X50442	6002	3294755	3441640	146886	+	270	upstream	270	RGS12
chr4	4230051	4230155	105	*	X50489	133060	4190530	4228621	38092	-	1429	upstream	1429	OTOP1
chr4	4860108	4860212	105	*	X50505	4487	4861392	4865660	4269	+	1179	upstream	1179	MSX1
chr4	4860654	4860677	24	*	X50506	4487	4861392	4865660	4269	+	714	upstream	714	MSX1
chr4	4860933	4861157	225	*	X50507	4487	4861392	4865660	4269	+	234	upstream	234	MSX1
chr4	5526086	5526205	120	*	X50511	10141	5526883	5529527	2645	+	677	upstream	677	LINC01587
chr4	5712844	5712874	31	*	X50513	2121	5712924	5830772	117849	+	49	upstream	49	EVC
chr4	5712844	5712874	31	*	X50513	132884	5564146	5711275	147130	-	1568	upstream	1568	EVC2
chr4	5925168	5925245	78	*	X50538	100616201	5925002	5925055	54	-	112	upstream	112	MIR378D1
chr4	5925354	5925407	54	*	X50539	100616201	5925002	5925055	54	-	298	upstream	298	MIR378D1
chr4	6200899	6201003	105	*	X50553	285484	6202460	6240044	37585	+	1456	upstream	1456	JAKMIP1-DT
chr4	6203194	6203283	90	*	X50554	152789	6027926	6202318	174393	-	875	upstream	875	JAKMIP1
chr4	6203917	6203988	72	*	X50555	152789	6027926	6202318	174393	-	1598	upstream	1598	JAKMIP1
chr4	6270623	6270693	71	*	X50559	7466	6271577	6304992	33416	+	883	upstream	883	WFS1
chr4	6271309	6271325	17	*	X50560	7466	6271577	6304992	33416	+	251	upstream	251	WFS1
chr4	6675613	6675676	64	*	X50580	93622	6675821	6677774	1954	+	144	upstream	144	LOC93622
chr4	6694534	6694653	120	*	X50585	6286	6695566	6698897	3332	+	912	upstream	912	S100P
chr4	6695464	6695568	105	*	X50586	6286	6695566	6698897	3332	+	0	overlapStart	0	S100P
chr4	6711272	6711316	45	*	X50588	114932	6709429	6711606	2178	-	0	inside	289	MRFAP1L1
chr4	7070102	7070190	89	*	X50613	80273	7061780	7069800	8021	-	301	upstream	301	GRPEL1
chr4	7105586	7105675	90	*	X50616	730971	7099151	7105103	5953	-	482	upstream	482	LINC02447
